user_id,forecast_month,n_months_history,segment,spend_forecast,spend_lower,spend_upper,spend_method,count_forecast,count_lower,count_upper,count_method,avg_amount_forecast,hist_avg_spend,hist_avg_count,last_month_spend,last_month_count,spend_pct_change_vs_hist,spend_direction,spend_vs_last_month_pct,confidence,top_category_forecasts,trend_summary,confidence_note,account_ids,primary_account_id,account_count,per_account_forecasts
USR500hm,2025-02,22,Consistent Weekly,18336.59,0.0,102281.57,prophet,2,1,3,prophet,9168.3,15563.32,2.0,113.19,2,17.8,increasing,16099.8,high,"{""Shopping"": {""forecast"": 221025.65, ""lower"": 176820.52, ""upper"": 265230.78, ""hist_avg"": 166060.03, ""data_points"": 2}, ""Housing and Utilities"": {""forecast"": 60.76, ""lower"": 48.61, ""upper"": 72.91, ""hist_avg"": 734.93, ""data_points"": 5}, ""Fitness"": {""forecast"": 216.24, ""lower"": 172.99, ""upper"": 259.49, ""hist_avg"": 271.91, ""data_points"": 5}}",Your spending is forecast to increasing by 18% vs your historical average.,Based on 22 months of data using prophet.,[3406664646808167],3406664646808167,1,"[{""account_id"": 3406664646808167, ""account_name"": ""JCB 15 digit"", ""account_type"": ""Checking"", ""currency_code"": ""USD"", ""spend_forecast"": 144.2, ""spend_lower"": 115.36, ""spend_upper"": 173.04, ""hist_avg_spend"": 15563.32, ""n_months"": 22}]"
USR507pL,2025-11,25,Single-Tasker,25.25,19.55,31.26,prophet,2,2,2,prophet,12.62,28.22,2.0,4.22,1,-10.5,decreasing,498.3,high,"{""Finance"": {""forecast"": 16.72, ""lower"": 13.38, ""upper"": 20.06, ""hist_avg"": 28.22, ""data_points"": 25}}",Your spending is forecast to decreasing by 10% vs your historical average.,Based on 25 months of data using prophet.,[6009507956600498],6009507956600498,1,"[{""account_id"": 6009507956600498, ""account_name"": ""Plaid Saving"", ""account_type"": ""savings depository"", ""currency_code"": ""USD"", ""spend_forecast"": 16.72, ""spend_lower"": 13.38, ""spend_upper"": 20.06, ""hist_avg_spend"": 28.22, ""n_months"": 25}]"
USR510PJ,2025-10,24,Single-Tasker,5850.0,5850.0,5850.0,prophet,1,1,1,prophet,5850.0,5850.0,1.0,5850.0,1,0.0,stable,0.0,high,"{""Finance"": {""forecast"": 5850.0, ""lower"": 4680.0, ""upper"": 7020.0, ""hist_avg"": 5850.0, ""data_points"": 24}}",Your spending is forecast to remain stable near your historical average of $5850.,Based on 24 months of data using prophet.,[6327975332103420],6327975332103420,1,"[{""account_id"": 6327975332103420, ""account_name"": ""Plaid Money Market"", ""account_type"": ""money market depository"", ""currency_code"": ""USD"", ""spend_forecast"": 5850.0, ""spend_lower"": 4680.0, ""spend_upper"": 7020.0, ""hist_avg_spend"": 5850.0, ""n_months"": 24}]"
USR511YG,2025-01,21,Consistent Weekly,9189.91,0.0,21414.93,prophet,2,0,4,prophet,4594.95,2821.89,2.1,143.44,2,225.7,increasing,6306.8,high,"{""Shopping"": {""forecast"": 23860.39, ""lower"": 19088.31, ""upper"": 28632.46, ""hist_avg"": 8552.55, ""data_points"": 6}, ""Housing and Utilities"": {""forecast"": 1198.73, ""lower"": 958.99, ""upper"": 1438.48, ""hist_avg"": 1766.87, ""data_points"": 2}, ""Travel"": {""forecast"": 598.06, ""lower"": 478.45, ""upper"": 717.67, ""hist_avg"": 494.42, ""data_points"": 3}}",Your spending is forecast to increasing by 226% vs your historical average.,Based on 21 months of data using prophet.,[9192896743314302],9192896743314302,1,"[{""account_id"": 9192896743314302, ""account_name"": ""Maestro"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 15949.05, ""spend_lower"": 12759.24, ""spend_upper"": 19138.86, ""hist_avg_spend"": 2821.89, ""n_months"": 21}]"
USR514Mj,2025-10,1,Single-Tasker,541.95,433.56,650.34,segment_median,1,1,1,wma,541.95,1000.0,1.0,1000.0,1,-45.8,decreasing,-45.8,low,"{""Finance"": {""forecast"": 1000.0, ""lower"": 800.0, ""upper"": 1200.0, ""hist_avg"": 1000.0, ""data_points"": 1}}",Your spending is forecast to decreasing by 46% vs your historical average.,Based on 1 months of data using segment_median. Treat as indicative only.,[7019266951689704],7019266951689704,1,"[{""account_id"": 7019266951689704, ""account_name"": ""Plaid Business Current Account"", ""account_type"": ""checking depository"", ""currency_code"": ""GBP"", ""spend_forecast"": 1000.0, ""spend_lower"": 800.0, ""spend_upper"": 1200.0, ""hist_avg_spend"": 1000.0, ""n_months"": 1}]"
USR525bL,2025-10,24,Single-Tasker,5850.0,5850.0,5850.0,prophet,1,1,1,prophet,5850.0,5850.0,1.0,5850.0,1,0.0,stable,0.0,high,"{""Finance"": {""forecast"": 5850.0, ""lower"": 4680.0, ""upper"": 7020.0, ""hist_avg"": 5850.0, ""data_points"": 24}}",Your spending is forecast to remain stable near your historical average of $5850.,Based on 24 months of data using prophet.,[7408292713444684],7408292713444684,1,"[{""account_id"": 7408292713444684, ""account_name"": ""Plaid Money Market"", ""account_type"": ""money market depository"", ""currency_code"": ""USD"", ""spend_forecast"": 5850.0, ""spend_lower"": 4680.0, ""spend_upper"": 7020.0, ""hist_avg_spend"": 5850.0, ""n_months"": 24}]"
USR526Ci,2025-12,4,Low Activity/Trial,1913.3,0.0,4271.38,prophet,24,0,49,prophet,79.72,1932.82,24.5,21.71,2,-1.0,stable,8713.0,medium,"{""Other"": {""forecast"": 1839.08, ""lower"": 1471.27, ""upper"": 2206.9, ""hist_avg"": 1847.09, ""data_points"": 4}, ""Shopping"": {""forecast"": 84.38, ""lower"": 67.51, ""upper"": 101.26, ""hist_avg"": 68.6, ""data_points"": 3}, ""Entertainment"": {""forecast"": 29.98, ""lower"": 23.98, ""upper"": 35.98, ""hist_avg"": 29.98, ""data_points"": 2}}",Your spending is forecast to remain stable near your historical average of $1933.,Based on 4 months of data using prophet.,[9917427141037396],9917427141037396,1,"[{""account_id"": 9917427141037396, ""account_name"": ""Conto Corrente"", ""account_type"": ""CHECKING"", ""currency_code"": ""EUR"", ""spend_forecast"": 1923.45, ""spend_lower"": 1538.76, ""spend_upper"": 2308.14, ""hist_avg_spend"": 1932.82, ""n_months"": 4}]"
USR526MW,2025-12,4,Low Activity/Trial,1911.74,0.0,4096.48,prophet,24,0,51,prophet,79.66,1933.62,24.5,21.71,2,-1.1,stable,8705.8,medium,"{""Other"": {""forecast"": 1750.94, ""lower"": 1400.75, ""upper"": 2101.12, ""hist_avg"": 1752.12, ""data_points"": 4}, ""Groceries"": {""forecast"": 129.96, ""lower"": 103.97, ""upper"": 155.95, ""hist_avg"": 134.95, ""data_points"": 2}, ""Shopping"": {""forecast"": 94.62, ""lower"": 75.7, ""upper"": 113.55, ""hist_avg"": 80.5, ""data_points"": 3}}",Your spending is forecast to remain stable near your historical average of $1934.,Based on 4 months of data using prophet.,[7933048680356660],7933048680356660,1,"[{""account_id"": 7933048680356660, ""account_name"": ""Compte courant"", ""account_type"": ""CHECKING"", ""currency_code"": ""EUR"", ""spend_forecast"": 1923.45, ""spend_lower"": 1538.76, ""spend_upper"": 2308.14, ""hist_avg_spend"": 1933.62, ""n_months"": 4}]"
USR530Nq,2025-11,25,Healthy Active User,3980.95,2381.18,5669.99,prophet,6,4,8,prophet,663.49,3990.72,5.8,500.0,1,-0.2,stable,696.2,high,"{""Finance"": {""forecast"": 2578.5, ""lower"": 2062.8, ""upper"": 3094.2, ""hist_avg"": 2690.61, ""data_points"": 23}, ""Fitness"": {""forecast"": 578.5, ""lower"": 462.8, ""upper"": 694.2, ""hist_avg"": 578.5, ""data_points"": 24}, ""Food and Dining"": {""forecast"": 500.0, ""lower"": 400.0, ""upper"": 600.0, ""hist_avg"": 521.74, ""data_points"": 23}}",Your spending is forecast to remain stable near your historical average of $3991.,Based on 25 months of data using prophet.,[2453670144577036],2453670144577036,1,"[{""account_id"": 2453670144577036, ""account_name"": ""Plaid Credit Card"", ""account_type"": ""credit card credit"", ""currency_code"": ""USD"", ""spend_forecast"": 2328.5, ""spend_lower"": 1862.8, ""spend_upper"": 2794.2, ""hist_avg_spend"": 3990.72, ""n_months"": 25}]"
USR534tr,2025-02,20,Consistent Weekly,0.0,0.0,7250.14,prophet,2,0,3,prophet,0.0,2950.66,2.1,3665.98,2,-100.0,decreasing,-100.0,high,"{""Shopping"": {""forecast"": 8337.34, ""lower"": 6669.88, ""upper"": 10004.81, ""hist_avg"": 16351.89, ""data_points"": 3}, ""Personal Hygiene"": {""forecast"": 1331.93, ""lower"": 1065.54, ""upper"": 1598.31, ""hist_avg"": 458.95, ""data_points"": 6}, ""Fitness"": {""forecast"": 89.88, ""lower"": 71.9, ""upper"": 107.85, ""hist_avg"": 536.12, ""data_points"": 4}}",Your spending is forecast to decreasing by 100% vs your historical average.,Based on 20 months of data using prophet.,[1904057589594551],1904057589594551,1,"[{""account_id"": 1904057589594551, ""account_name"": ""VISA 16 digit"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 2124.3, ""spend_lower"": 1699.44, ""spend_upper"": 2549.16, ""hist_avg_spend"": 2950.66, ""n_months"": 20}]"
USR538ia,2025-02,20,Consistent Weekly,1084.9,113.1,1997.49,prophet,1,0,3,prophet,1084.9,565.25,1.9,2682.92,3,91.9,increasing,-59.6,high,"{""Shopping"": {""forecast"": 2279.7, ""lower"": 1823.76, ""upper"": 2735.64, ""hist_avg"": 2221.77, ""data_points"": 2}, ""Fitness"": {""forecast"": 833.82, ""lower"": 667.05, ""upper"": 1000.58, ""hist_avg"": 638.29, ""data_points"": 5}, ""Medical/Dental"": {""forecast"": 265.01, ""lower"": 212.0, ""upper"": 318.01, ""hist_avg"": 230.01, ""data_points"": 4}}",Your spending is forecast to increasing by 92% vs your historical average.,Based on 20 months of data using prophet.,[4794793466414815],4794793466414815,1,"[{""account_id"": 4794793466414815, ""account_name"": ""VISA 16 digit"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 1375.39, ""spend_lower"": 1100.31, ""spend_upper"": 1650.47, ""hist_avg_spend"": 565.25, ""n_months"": 20}]"
USR539EC,2025-02,23,Single-Tasker,0.0,0.0,63530.13,prophet,2,0,3,prophet,0.0,19728.61,2.5,2094.25,1,-100.0,decreasing,-100.0,high,"{""Shopping"": {""forecast"": 68920.31, ""lower"": 55136.24, ""upper"": 82704.37, ""hist_avg"": 109212.47, ""data_points"": 4}, ""Housing and Utilities"": {""forecast"": 2855.55, ""lower"": 2284.44, ""upper"": 3426.66, ""hist_avg"": 2365.24, ""data_points"": 2}, ""Medical/Dental"": {""forecast"": 745.15, ""lower"": 596.12, ""upper"": 894.18, ""hist_avg"": 687.04, ""data_points"": 6}}",Your spending is forecast to decreasing by 100% vs your historical average.,Based on 23 months of data using prophet.,[2647051895487886],2647051895487886,1,"[{""account_id"": 2647051895487886, ""account_name"": ""JCB 16 digit"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 1493.94, ""spend_lower"": 1195.15, ""spend_upper"": 1792.72, ""hist_avg_spend"": 19728.61, ""n_months"": 23}]"
USR542rd,2025-11,25,Single-Tasker,534.4,412.21,663.92,prophet,5,4,7,prophet,106.88,596.34,5.8,89.4,1,-10.4,decreasing,497.8,high,"{""Transportation"": {""forecast"": 512.78, ""lower"": 410.23, ""upper"": 615.34, ""hist_avg"": 511.73, ""data_points"": 24}, ""Groceries"": {""forecast"": 89.4, ""lower"": 71.52, ""upper"": 107.28, ""hist_avg"": 89.4, ""data_points"": 25}, ""Food and Dining"": {""forecast"": 16.33, ""lower"": 13.06, ""upper"": 19.6, ""hist_avg"": 16.33, ""data_points"": 24}}",Your spending is forecast to decreasing by 10% vs your historical average.,Based on 25 months of data using prophet.,[5335839823532000],5335839823532000,1,"[{""account_id"": 5335839823532000, ""account_name"": ""Plaid Checking"", ""account_type"": ""checking depository"", ""currency_code"": ""USD"", ""spend_forecast"": 353.43, ""spend_lower"": 282.74, ""spend_upper"": 424.12, ""hist_avg_spend"": 596.34, ""n_months"": 25}]"
USR546jz,2025-02,25,Consistent Weekly,754.59,0.0,2834.93,prophet,2,1,3,prophet,377.3,1238.5,2.5,456.83,2,-39.1,decreasing,65.2,high,"{""Housing and Utilities"": {""forecast"": 1258.61, ""lower"": 1006.89, ""upper"": 1510.33, ""hist_avg"": 2066.14, ""data_points"": 5}, ""Shopping"": {""forecast"": 1856.48, ""lower"": 1485.19, ""upper"": 2227.78, ""hist_avg"": 2493.39, ""data_points"": 2}, ""Fitness"": {""forecast"": 468.2, ""lower"": 374.56, ""upper"": 561.84, ""hist_avg"": 613.34, ""data_points"": 6}}",Your spending is forecast to decreasing by 39% vs your historical average.,Based on 25 months of data using prophet.,[7764623284161428],7764623284161428,1,"[{""account_id"": 7764623284161428, ""account_name"": ""Mastercard"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 673.19, ""spend_lower"": 538.55, ""spend_upper"": 807.83, ""hist_avg_spend"": 1238.5, ""n_months"": 25}]"
USR548Uw,2025-01,20,Single-Tasker,0.0,0.0,40431.21,prophet,2,1,4,prophet,0.0,9439.2,2.6,1185.47,2,-100.0,decreasing,-100.0,high,"{""Shopping"": {""forecast"": 117001.12, ""lower"": 93600.89, ""upper"": 140401.34, ""hist_avg"": 87867.81, ""data_points"": 2}, ""Gifts"": {""forecast"": 682.46, ""lower"": 545.97, ""upper"": 818.95, ""hist_avg"": 473.46, ""data_points"": 5}, ""Fitness"": {""forecast"": 324.09, ""lower"": 259.27, ""upper"": 388.9, ""hist_avg"": 471.58, ""data_points"": 5}}",Your spending is forecast to decreasing by 100% vs your historical average.,Based on 20 months of data using prophet.,[5565304123593433],5565304123593433,1,"[{""account_id"": 5565304123593433, ""account_name"": ""JCB 16 digit"", ""account_type"": ""Checking"", ""currency_code"": ""USD"", ""spend_forecast"": 605.17, ""spend_lower"": 484.14, ""spend_upper"": 726.21, ""hist_avg_spend"": 9439.2, ""n_months"": 20}]"
USR552iz,2025-01,20,Single-Tasker,11926.11,0.0,34046.65,prophet,2,1,4,prophet,5963.06,5249.73,2.3,271.57,1,127.2,increasing,4291.5,high,"{""Shopping"": {""forecast"": 41754.73, ""lower"": 33403.79, ""upper"": 50105.68, ""hist_avg"": 28305.78, ""data_points"": 3}, ""Housing and Utilities"": {""forecast"": 1997.8, ""lower"": 1598.24, ""upper"": 2397.36, ""hist_avg"": 2230.56, ""data_points"": 5}, ""Medical/Dental"": {""forecast"": 502.93, ""lower"": 402.34, ""upper"": 603.51, ""hist_avg"": 503.87, ""data_points"": 5}}",Your spending is forecast to increasing by 127% vs your historical average.,Based on 20 months of data using prophet.,[3594487387849143],3594487387849143,1,"[{""account_id"": 3594487387849143, ""account_name"": ""Diners Club / Carte Blanche"", ""account_type"": ""Checking"", ""currency_code"": ""USD"", ""spend_forecast"": 294.97, ""spend_lower"": 235.98, ""spend_upper"": 353.97, ""hist_avg_spend"": 5249.73, ""n_months"": 20}]"
USR554bC,2025-10,24,Single-Tasker,1000.0,1000.0,1000.0,prophet,1,1,1,prophet,1000.0,1000.0,1.0,1000.0,1,0.0,stable,0.0,high,"{""Finance"": {""forecast"": 1000.0, ""lower"": 800.0, ""upper"": 1200.0, ""hist_avg"": 1000.0, ""data_points"": 24}}",Your spending is forecast to remain stable near your historical average of $1000.,Based on 24 months of data using prophet.,[9749369644991904],9749369644991904,1,"[{""account_id"": 9749369644991904, ""account_name"": ""Plaid CD"", ""account_type"": ""cd depository"", ""currency_code"": ""USD"", ""spend_forecast"": 1000.0, ""spend_lower"": 800.0, ""spend_upper"": 1200.0, ""hist_avg_spend"": 1000.0, ""n_months"": 24}]"
USR556jk,2025-02,21,Single-Tasker,1931.23,0.0,3729.62,prophet,3,2,4,prophet,643.74,859.38,2.2,385.92,1,124.7,increasing,400.4,high,"{""Shopping"": {""forecast"": 4843.32, ""lower"": 3874.65, ""upper"": 5811.98, ""hist_avg"": 3814.56, ""data_points"": 2}, ""Fitness"": {""forecast"": 1062.24, ""lower"": 849.79, ""upper"": 1274.68, ""hist_avg"": 1202.04, ""data_points"": 4}, ""Friend Activities"": {""forecast"": 224.37, ""lower"": 179.5, ""upper"": 269.25, ""hist_avg"": 190.27, ""data_points"": 7}}",Your spending is forecast to increasing by 125% vs your historical average.,Based on 21 months of data using prophet.,[2485184010285215],2485184010285215,1,"[{""account_id"": 2485184010285215, ""account_name"": ""VISA 13 digit"", ""account_type"": ""Checking"", ""currency_code"": ""USD"", ""spend_forecast"": 1649.4, ""spend_lower"": 1319.52, ""spend_upper"": 1979.28, ""hist_avg_spend"": 859.38, ""n_months"": 21}]"
USR557Nb,2025-10,24,Single-Tasker,1000.0,1000.0,1000.0,prophet,1,1,1,prophet,1000.0,1000.0,1.0,1000.0,1,0.0,stable,0.0,high,"{""Finance"": {""forecast"": 1000.0, ""lower"": 800.0, ""upper"": 1200.0, ""hist_avg"": 1000.0, ""data_points"": 24}}",Your spending is forecast to remain stable near your historical average of $1000.,Based on 24 months of data using prophet.,[2684042369620013],2684042369620013,1,"[{""account_id"": 2684042369620013, ""account_name"": ""Plaid CD"", ""account_type"": ""cd depository"", ""currency_code"": ""USD"", ""spend_forecast"": 1000.0, ""spend_lower"": 800.0, ""spend_upper"": 1200.0, ""hist_avg_spend"": 1000.0, ""n_months"": 24}]"
USR557yC,2025-02,22,Consistent Weekly,595.16,0.0,1254.37,prophet,2,1,4,prophet,297.58,561.36,2.3,382.15,2,6.0,stable,55.7,high,"{""Fitness"": {""forecast"": 309.49, ""lower"": 247.59, ""upper"": 371.38, ""hist_avg"": 603.43, ""data_points"": 5}, ""Gifts"": {""forecast"": 303.04, ""lower"": 242.43, ""upper"": 363.65, ""hist_avg"": 708.18, ""data_points"": 4}, ""Medical/Dental"": {""forecast"": 564.08, ""lower"": 451.27, ""upper"": 676.9, ""hist_avg"": 421.96, ""data_points"": 4}}",Your spending is forecast to remain stable near your historical average of $561.,Based on 22 months of data using prophet.,[4424100999884660],4424100999884660,1,"[{""account_id"": 4424100999884660, ""account_name"": ""JCB 16 digit"", ""account_type"": ""Checking"", ""currency_code"": ""USD"", ""spend_forecast"": 559.58, ""spend_lower"": 447.66, ""spend_upper"": 671.5, ""hist_avg_spend"": 561.36, ""n_months"": 22}]"
USR559Pi,2025-02,23,Single-Tasker,0.0,0.0,17062.51,prophet,3,1,5,prophet,0.0,4496.46,2.6,64.44,1,-100.0,decreasing,-100.0,high,"{""Shopping"": {""forecast"": 8023.53, ""lower"": 6418.82, ""upper"": 9628.23, ""hist_avg"": 18688.41, ""data_points"": 5}, ""Personal Hygiene"": {""forecast"": 1564.49, ""lower"": 1251.59, ""upper"": 1877.39, ""hist_avg"": 615.06, ""data_points"": 6}, ""Gifts"": {""forecast"": 102.4, ""lower"": 81.92, ""upper"": 122.88, ""hist_avg"": 218.37, ""data_points"": 7}}",Your spending is forecast to decreasing by 100% vs your historical average.,Based on 23 months of data using prophet.,[5941501766570540],5941501766570540,1,"[{""account_id"": 5941501766570540, ""account_name"": ""Maestro"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 1101.56, ""spend_lower"": 881.25, ""spend_upper"": 1321.88, ""hist_avg_spend"": 4496.46, ""n_months"": 23}]"
USR562FO,2025-10,24,Single-Tasker,5850.0,5850.0,5850.0,prophet,1,1,1,prophet,5850.0,5850.0,1.0,5850.0,1,0.0,stable,0.0,high,"{""Finance"": {""forecast"": 5850.0, ""lower"": 4680.0, ""upper"": 7020.0, ""hist_avg"": 5850.0, ""data_points"": 24}}",Your spending is forecast to remain stable near your historical average of $5850.,Based on 24 months of data using prophet.,[1523804154543348],1523804154543348,1,"[{""account_id"": 1523804154543348, ""account_name"": ""Plaid Money Market"", ""account_type"": ""money market depository"", ""currency_code"": ""USD"", ""spend_forecast"": 5850.0, ""spend_lower"": 4680.0, ""spend_upper"": 7020.0, ""hist_avg_spend"": 5850.0, ""n_months"": 24}]"
USR572qw,2025-02,24,Single-Tasker,12942.55,0.0,81351.87,prophet,3,1,5,prophet,4314.18,19818.71,2.4,12.55,1,-34.7,decreasing,103027.9,high,"{""Shopping"": {""forecast"": 73818.17, ""lower"": 59054.54, ""upper"": 88581.81, ""hist_avg"": 77109.93, ""data_points"": 6}, ""Housing and Utilities"": {""forecast"": 84.9, ""lower"": 67.92, ""upper"": 101.88, ""hist_avg"": 1063.87, ""data_points"": 4}, ""Personal Hygiene"": {""forecast"": 554.15, ""lower"": 443.32, ""upper"": 664.99, ""hist_avg"": 630.1, ""data_points"": 5}}",Your spending is forecast to decreasing by 35% vs your historical average.,Based on 24 months of data using prophet.,[7343201222998493],7343201222998493,1,"[{""account_id"": 7343201222998493, ""account_name"": ""Mastercard"", ""account_type"": ""Checking"", ""currency_code"": ""USD"", ""spend_forecast"": 49053.24, ""spend_lower"": 39242.59, ""spend_upper"": 58863.88, ""hist_avg_spend"": 19818.71, ""n_months"": 24}]"
USR574tK,2025-02,19,Single-Tasker,1043.66,0.0,2981.2,prophet,1,0,3,prophet,1043.66,783.75,2.2,296.2,1,33.2,increasing,252.3,high,"{""Housing and Utilities"": {""forecast"": 3541.73, ""lower"": 2833.38, ""upper"": 4250.08, ""hist_avg"": 1461.92, ""data_points"": 5}, ""Travel"": {""forecast"": 536.45, ""lower"": 429.16, ""upper"": 643.74, ""hist_avg"": 805.8, ""data_points"": 4}, ""Friend Activities"": {""forecast"": 245.0, ""lower"": 196.0, ""upper"": 294.0, ""hist_avg"": 316.71, ""data_points"": 5}}",Your spending is forecast to increasing by 33% vs your historical average.,Based on 19 months of data using prophet.,[7532127441056208],7532127441056208,1,"[{""account_id"": 7532127441056208, ""account_name"": ""VISA 19 digit"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 228.05, ""spend_lower"": 182.44, ""spend_upper"": 273.66, ""hist_avg_spend"": 783.75, ""n_months"": 19}]"
USR579jO,2024-12,19,Consistent Weekly,0.0,0.0,53485.46,prophet,2,1,4,prophet,0.0,17279.61,2.4,328.84,2,-100.0,decreasing,-100.0,high,"{""Shopping"": {""forecast"": 52213.98, ""lower"": 41771.18, ""upper"": 62656.77, ""hist_avg"": 77854.02, ""data_points"": 4}, ""Housing and Utilities"": {""forecast"": 2224.64, ""lower"": 1779.71, ""upper"": 2669.57, ""hist_avg"": 2219.75, ""data_points"": 3}, ""Travel"": {""forecast"": 1051.38, ""lower"": 841.1, ""upper"": 1261.65, ""hist_avg"": 625.86, ""data_points"": 5}}",Your spending is forecast to decreasing by 100% vs your historical average.,Based on 19 months of data using prophet.,[2529245753691166],2529245753691166,1,"[{""account_id"": 2529245753691166, ""account_name"": ""VISA 16 digit"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 813.24, ""spend_lower"": 650.59, ""spend_upper"": 975.89, ""hist_avg_spend"": 17279.61, ""n_months"": 19}]"
USR581oW,2025-01,24,Single-Tasker,0.0,0.0,37358.52,prophet,1,0,3,prophet,0.0,8286.85,1.8,157.56,1,-100.0,decreasing,-100.0,high,"{""Shopping"": {""forecast"": 59346.22, ""lower"": 47476.97, ""upper"": 71215.46, ""hist_avg"": 63129.97, ""data_points"": 3}, ""Fitness"": {""forecast"": 1321.45, ""lower"": 1057.16, ""upper"": 1585.74, ""hist_avg"": 814.67, ""data_points"": 7}, ""Medical/Dental"": {""forecast"": 440.8, ""lower"": 352.64, ""upper"": 528.96, ""hist_avg"": 404.14, ""data_points"": 4}}",Your spending is forecast to decreasing by 100% vs your historical average.,Based on 24 months of data using prophet.,[8179573942020720],8179573942020720,1,"[{""account_id"": 8179573942020720, ""account_name"": ""Maestro"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 346.57, ""spend_lower"": 277.26, ""spend_upper"": 415.89, ""hist_avg_spend"": 8286.85, ""n_months"": 24}]"
USR587rm,2025-02,20,Consistent Weekly,263.16,0.0,1228.77,prophet,2,1,3,prophet,131.58,595.78,1.9,904.02,3,-55.8,decreasing,-70.9,high,"{""Fitness"": {""forecast"": 261.67, ""lower"": 209.33, ""upper"": 314.0, ""hist_avg"": 707.64, ""data_points"": 4}, ""Gifts"": {""forecast"": 636.53, ""lower"": 509.22, ""upper"": 763.83, ""hist_avg"": 538.28, ""data_points"": 4}, ""Housing and Utilities"": {""forecast"": 89.04, ""lower"": 71.23, ""upper"": 106.85, ""hist_avg"": 367.14, ""data_points"": 5}}",Your spending is forecast to decreasing by 56% vs your historical average.,Based on 20 months of data using prophet.,[8193956170168360],8193956170168360,1,"[{""account_id"": 8193956170168360, ""account_name"": ""JCB 16 digit"", ""account_type"": ""Checking"", ""currency_code"": ""USD"", ""spend_forecast"": 829.1, ""spend_lower"": 663.28, ""spend_upper"": 994.92, ""hist_avg_spend"": 595.78, ""n_months"": 20}]"
USR592MJ,2025-12,4,Low Activity/Trial,1943.63,0.0,4138.67,prophet,25,0,54,prophet,77.75,1943.62,24.5,21.71,2,0.0,stable,8852.7,medium,"{""Other"": {""forecast"": 1764.77, ""lower"": 1411.82, ""upper"": 2117.73, ""hist_avg"": 1769.73, ""data_points"": 4}, ""Groceries"": {""forecast"": 147.29, ""lower"": 117.83, ""upper"": 176.74, ""hist_avg"": 152.28, ""data_points"": 2}, ""Shopping"": {""forecast"": 108.75, ""lower"": 87.0, ""upper"": 130.5, ""hist_avg"": 108.75, ""data_points"": 2}}",Your spending is forecast to remain stable near your historical average of $1944.,Based on 4 months of data using prophet.,[4193736670373485],4193736670373485,1,"[{""account_id"": 4193736670373485, ""account_name"": ""Compte courant"", ""account_type"": ""CHECKING"", ""currency_code"": ""EUR"", ""spend_forecast"": 1940.88, ""spend_lower"": 1552.7, ""spend_upper"": 2329.05, ""hist_avg_spend"": 1943.62, ""n_months"": 4}]"
USR592gD,2025-02,21,Single-Tasker,1080.65,0.0,3151.27,prophet,2,0,4,prophet,540.33,880.82,2.4,146.79,1,22.7,increasing,636.2,high,"{""Housing and Utilities"": {""forecast"": 4484.66, ""lower"": 3587.73, ""upper"": 5381.6, ""hist_avg"": 3404.28, ""data_points"": 2}, ""Shopping"": {""forecast"": 1099.72, ""lower"": 879.78, ""upper"": 1319.67, ""hist_avg"": 1741.39, ""data_points"": 3}, ""Medical/Dental"": {""forecast"": 382.0, ""lower"": 305.6, ""upper"": 458.4, ""hist_avg"": 294.73, ""data_points"": 6}}",Your spending is forecast to increasing by 23% vs your historical average.,Based on 21 months of data using prophet.,[2389275130478223],2389275130478223,1,"[{""account_id"": 2389275130478223, ""account_name"": ""Maestro"", ""account_type"": ""Checking"", ""currency_code"": ""USD"", ""spend_forecast"": 1347.98, ""spend_lower"": 1078.38, ""spend_upper"": 1617.58, ""hist_avg_spend"": 880.82, ""n_months"": 21}]"
USR594QR,2025-11,25,Single-Tasker,25.25,18.76,31.25,prophet,2,2,2,prophet,12.62,28.22,2.0,4.22,1,-10.5,decreasing,498.3,high,"{""Finance"": {""forecast"": 16.72, ""lower"": 13.38, ""upper"": 20.06, ""hist_avg"": 28.22, ""data_points"": 25}}",Your spending is forecast to decreasing by 10% vs your historical average.,Based on 25 months of data using prophet.,[3296688946946025],3296688946946025,1,"[{""account_id"": 3296688946946025, ""account_name"": ""Plaid Saving"", ""account_type"": ""savings depository"", ""currency_code"": ""USD"", ""spend_forecast"": 16.72, ""spend_lower"": 13.38, ""spend_upper"": 20.06, ""hist_avg_spend"": 28.22, ""n_months"": 25}]"
