user_id,iso_flag,lof_flag,is_anomaly,iso_score,lof_score,anomaly_score,severity,vel_1d,vel_7d,vel_30d,count_30d,accounts.COUNT(transactions),avg_amt_30d,accounts.MEAN(transactions.amount),accounts.MAX(transactions.amount),accounts.balances_current,days_since_last,accounts.TIME_SINCE_LAST(transactions.date),merchant_diversity,new_merchant_count,task_segment,top_category,top_merchant,primary_spending_trend,account_ids,primary_account_id,account_count
USR432HO,False,False,False,18.02,0.26,9.14,Normal,0,0,0,0.0,0,0.0,0.0,0.0,56302.06,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[910457921111197],910457921111197,1
USR600iP,False,False,False,10.32,0.26,5.29,Normal,0,0,0,0.0,0,0.0,0.0,0.0,6009.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[7410813586801292],7410813586801292,1
USR702jw,False,False,False,12.42,18.46,15.44,Normal,0,0,0,0.0,0,0.0,0.0,0.0,12060.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[6167265296671113],6167265296671113,1
USR967NT,False,False,False,9.95,0.26,5.1,Normal,0,0,0,0.0,0,0.0,0.0,0.0,5020.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[2211850452351905],2211850452351905,1
USR761gu,False,False,False,24.15,1.81,12.98,Normal,1,1,7,7.0,145,-41.87714285714286,-62.70041379310344,89.4,110.0,0,2073600.0,0.04,6.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation,[5019787361317249],5019787361317249,1
USR940yP,False,False,False,8.47,0.26,4.37,Normal,1,1,3,3.0,49,5.5200000000000005,10.091836734693878,25.0,210.0,0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[9327060056983853],9327060056983853,1
USR721Sq,False,False,False,9.3,0.26,4.78,Normal,1,1,2,2.0,24,1000.0,1000.0,1000.0,1000.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[6303715070748633],6303715070748633,1
USR051Ap,False,False,False,25.0,2.71,13.86,Normal,1,5,7,7.0,144,665.2857142857143,692.8333333333334,2078.5,410.0,0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance,[756028260670192],756028260670192,1
USR525bL,False,False,False,24.84,15.08,19.96,Normal,1,1,2,2.0,24,5850.0,5850.0,5850.0,43200.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[7408292713444684],7408292713444684,1
USR981TN,False,False,False,14.78,13.6,14.19,Normal,0,0,0,0.0,0,0.0,0.0,0.0,320.76,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[8969927450614649],8969927450614649,1
USR375UA,False,False,False,15.97,3.5,9.74,Normal,0,0,0,0.0,0,0.0,0.0,0.0,23631.9805,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[2749694207254219],2749694207254219,1
USR668BV,False,False,False,20.79,0.26,10.52,Normal,0,0,0,0.0,0,0.0,0.0,0.0,65262.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[5198809326291652],5198809326291652,1
USR056dz,False,False,False,18.02,0.26,9.14,Normal,0,0,0,0.0,0,0.0,0.0,0.0,56302.06,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[5617546409845686],5617546409845686,1
USR678Jt,False,False,False,10.32,0.26,5.29,Normal,0,0,0,0.0,0,0.0,0.0,0.0,6009.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[1564190870472144],1564190870472144,1
USR745Bz,False,False,False,12.42,18.46,15.44,Normal,0,0,0,0.0,0,0.0,0.0,0.0,12060.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[7737622806933532],7737622806933532,1
USR625kR,False,False,False,9.95,0.26,5.1,Normal,0,0,0,0.0,0,0.0,0.0,0.0,5020.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[3523565724426433],3523565724426433,1
USR398kh,False,False,False,24.15,1.81,12.98,Normal,1,1,7,7.0,145,-41.87714285714286,-62.70041379310344,89.4,110.0,0,2073600.0,0.04,6.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation,[1738673592492369],1738673592492369,1
USR986Sg,False,False,False,8.47,0.26,4.37,Normal,1,1,3,3.0,49,5.5200000000000005,10.091836734693878,25.0,210.0,0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[2228591593790193],2228591593790193,1
USR272FG,False,False,False,9.3,0.26,4.78,Normal,1,1,2,2.0,24,1000.0,1000.0,1000.0,1000.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[5910752159066693],5910752159066693,1
USR907oy,False,False,False,25.0,2.71,13.86,Normal,1,5,7,7.0,144,665.2857142857143,692.8333333333334,2078.5,410.0,0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance,[6162147641954332],6162147641954332,1
USR678LY,False,False,False,24.84,15.08,19.96,Normal,1,1,2,2.0,24,5850.0,5850.0,5850.0,43200.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[832068608857768],832068608857768,1
USR626bp,False,False,False,14.78,13.6,14.19,Normal,0,0,0,0.0,0,0.0,0.0,0.0,320.76,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[9597173000207414],9597173000207414,1
USR030tI,False,False,False,15.97,3.5,9.74,Normal,0,0,0,0.0,0,0.0,0.0,0.0,23631.9805,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[5625862511743879],5625862511743879,1
USR703hK,False,False,False,20.79,0.26,10.52,Normal,0,0,0,0.0,0,0.0,0.0,0.0,65262.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[3726214598288731],3726214598288731,1
USR401gL,False,False,False,18.02,0.26,9.14,Normal,0,0,0,0.0,0,0.0,0.0,0.0,56302.06,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[215253618305302],215253618305302,1
USR277dW,False,False,False,10.32,0.26,5.29,Normal,0,0,0,0.0,0,0.0,0.0,0.0,6009.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[9369893668505940],9369893668505940,1
USR514qc,False,False,False,12.42,18.46,15.44,Normal,0,0,0,0.0,0,0.0,0.0,0.0,12060.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[2063414878712931],2063414878712931,1
USR259ou,False,False,False,9.95,0.26,5.1,Normal,0,0,0,0.0,0,0.0,0.0,0.0,5020.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[8485808463381494],8485808463381494,1
USR340wo,True,False,False,94.82,4.95,49.89,Normal,5,22,107,107.0,107,38.73710280373832,38.73710280373832,1400.0,110.0,0,2073600.0,0.77,82.0,High-Intensity User,Finance,Unknown Merchant,Surging in Transportation,[1198953315766337],1198953315766337,1
USR471zI,False,False,False,39.95,0.54,20.24,Normal,1,1,1,1.0,1,-4.22,-4.22,-4.22,210.0,0,2160000.0,1.0,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[3822805229673985],3822805229673985,1
USR514Mj,False,False,False,43.65,0.56,22.11,Normal,1,1,1,1.0,1,1000.0,1000.0,1000.0,1205.0,0,4406400.0,1.0,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[7019266951689704],7019266951689704,1
USR486wN,True,False,False,45.05,0.19,22.62,Normal,1,5,7,7.0,7,589.7857142857143,589.7857142857143,2078.5,410.0,0,3024000.0,0.71,5.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance,[3078405587064632],3078405587064632,1
USR707cn,False,False,False,18.02,0.26,9.14,Normal,0,0,0,0.0,0,0.0,0.0,0.0,56302.06,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[7989562485424445],7989562485424445,1
USR229Pm,False,False,False,9.95,0.26,5.1,Normal,0,0,0,0.0,0,0.0,0.0,0.0,5020.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[4336935723507081],4336935723507081,1
USR844Zm,False,False,False,24.38,1.74,13.06,Normal,1,1,7,7.0,145,-41.87714285714286,-62.70041379310344,89.4,110.0,0,2073600.0,0.03,5.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation,[3531198008211877],3531198008211877,1
USR001ul,False,False,False,8.47,0.26,4.37,Normal,1,1,3,3.0,49,5.5200000000000005,10.091836734693878,25.0,210.0,0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[2072980663691903],2072980663691903,1
USR333eC,False,False,False,9.3,0.26,4.78,Normal,1,1,2,2.0,24,1000.0,1000.0,1000.0,1000.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[696290108317009],696290108317009,1
USR964ub,False,False,False,25.0,2.71,13.86,Normal,1,5,7,7.0,144,665.2857142857143,692.8333333333334,2078.5,410.0,0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance,[5326666390096885],5326666390096885,1
USR827NH,False,False,False,24.84,15.08,19.96,Normal,1,1,2,2.0,24,5850.0,5850.0,5850.0,43200.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[210381283745659],210381283745659,1
USR871gH,False,False,False,14.78,13.6,14.19,Normal,0,0,0,0.0,0,0.0,0.0,0.0,320.76,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[5753541542331337],5753541542331337,1
USR704Hs,False,False,False,15.97,3.5,9.74,Normal,0,0,0,0.0,0,0.0,0.0,0.0,23631.9805,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[7402124834064455],7402124834064455,1
USR566Ig,False,False,False,20.79,0.26,10.52,Normal,0,0,0,0.0,0,0.0,0.0,0.0,65262.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[7651711661469655],7651711661469655,1
USR272eU,False,False,False,18.02,0.26,9.14,Normal,0,0,0,0.0,0,0.0,0.0,0.0,56302.06,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[8198130121675443],8198130121675443,1
USR971nl,False,False,False,10.32,0.26,5.29,Normal,0,0,0,0.0,0,0.0,0.0,0.0,6009.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[187004967010284],187004967010284,1
USR575ro,False,False,False,12.42,18.46,15.44,Normal,0,0,0,0.0,0,0.0,0.0,0.0,12060.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[6493126112374698],6493126112374698,1
USR464Az,False,False,False,9.95,0.26,5.1,Normal,0,0,0,0.0,0,0.0,0.0,0.0,5020.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[28196213715029],28196213715029,1
USR264Ys,False,False,False,24.15,1.81,12.98,Normal,1,1,7,7.0,145,-41.87714285714286,-62.70041379310344,89.4,110.0,0,2073600.0,0.04,6.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation,[3296804033846165],3296804033846165,1
USR263pz,False,False,False,8.47,0.26,4.37,Normal,1,1,3,3.0,49,5.5200000000000005,10.091836734693878,25.0,210.0,0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[9742732280297836],9742732280297836,1
USR840Il,False,False,False,9.3,0.26,4.78,Normal,1,1,2,2.0,24,1000.0,1000.0,1000.0,1000.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[9457973740993925],9457973740993925,1
USR950fn,False,False,False,25.0,2.71,13.86,Normal,1,5,7,7.0,144,665.2857142857143,692.8333333333334,2078.5,410.0,0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance,[6486997796023848],6486997796023848,1
USR562FO,False,False,False,24.84,15.08,19.96,Normal,1,1,2,2.0,24,5850.0,5850.0,5850.0,43200.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[1523804154543348],1523804154543348,1
USR214bO,False,False,False,14.78,13.6,14.19,Normal,0,0,0,0.0,0,0.0,0.0,0.0,320.76,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[6602979340390607],6602979340390607,1
USR355WP,False,False,False,15.97,3.5,9.74,Normal,0,0,0,0.0,0,0.0,0.0,0.0,23631.9805,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[879213559413477],879213559413477,1
USR707rn,False,False,False,20.79,0.26,10.52,Normal,0,0,0,0.0,0,0.0,0.0,0.0,65262.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[7961352091519956],7961352091519956,1
USR229Dn,False,False,False,18.02,0.26,9.14,Normal,0,0,0,0.0,0,0.0,0.0,0.0,56302.06,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[1937337834166716],1937337834166716,1
USR194uB,False,False,False,10.32,0.26,5.29,Normal,0,0,0,0.0,0,0.0,0.0,0.0,6009.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[1176602273144749],1176602273144749,1
USR071ef,False,False,False,12.42,18.46,15.44,Normal,0,0,0,0.0,0,0.0,0.0,0.0,12060.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[1678562489917154],1678562489917154,1
USR998yq,False,False,False,9.95,0.26,5.1,Normal,0,0,0,0.0,0,0.0,0.0,0.0,5020.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[2151867961125077],2151867961125077,1
USR869qe,True,False,False,94.82,4.95,49.89,Normal,5,22,107,107.0,107,38.73710280373832,38.73710280373832,1400.0,110.0,0,2073600.0,0.77,82.0,High-Intensity User,Finance,Unknown Merchant,Surging in Transportation,[6181856845425308],6181856845425308,1
USR024KD,False,False,False,39.95,0.54,20.24,Normal,1,1,1,1.0,1,-4.22,-4.22,-4.22,210.0,0,2160000.0,1.0,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[2633347958766607],2633347958766607,1
USR661QD,False,False,False,43.65,0.56,22.11,Normal,1,1,1,1.0,1,1000.0,1000.0,1000.0,1205.0,0,4406400.0,1.0,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[7504141785861895],7504141785861895,1
USR006To,True,False,False,45.05,0.19,22.62,Normal,1,5,7,7.0,7,589.7857142857143,589.7857142857143,2078.5,410.0,0,3024000.0,0.71,5.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance,[7595805029500185],7595805029500185,1
USR785BT,False,False,False,18.02,0.26,9.14,Normal,0,0,0,0.0,0,0.0,0.0,0.0,56302.06,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[4550933692066212],4550933692066212,1
USR154xS,False,False,False,9.95,0.26,5.1,Normal,0,0,0,0.0,0,0.0,0.0,0.0,5020.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[6043049788919471],6043049788919471,1
USR273gg,False,False,False,24.38,1.74,13.06,Normal,1,1,7,7.0,145,-41.87714285714286,-62.70041379310344,89.4,110.0,0,2073600.0,0.03,5.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation,[1283166173158353],1283166173158353,1
USR507pL,False,False,False,8.47,0.26,4.37,Normal,1,1,3,3.0,49,5.5200000000000005,10.091836734693878,25.0,210.0,0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[6009507956600498],6009507956600498,1
USR305BD,False,False,False,9.3,0.26,4.78,Normal,1,1,2,2.0,24,1000.0,1000.0,1000.0,1000.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[1795115276661323],1795115276661323,1
USR002SI,False,False,False,25.0,2.71,13.86,Normal,1,5,7,7.0,144,665.2857142857143,692.8333333333334,2078.5,410.0,0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance,[2535382260794098],2535382260794098,1
USR718AA,False,False,False,24.84,15.08,19.96,Normal,1,1,2,2.0,24,5850.0,5850.0,5850.0,43200.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[7210436570635510],7210436570635510,1
USR779vk,False,False,False,14.78,13.6,14.19,Normal,0,0,0,0.0,0,0.0,0.0,0.0,320.76,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[3820254180235229],3820254180235229,1
USR738SY,False,False,False,15.97,3.5,9.74,Normal,0,0,0,0.0,0,0.0,0.0,0.0,23631.9805,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[7844100699610608],7844100699610608,1
USR722lH,False,False,False,20.79,0.26,10.52,Normal,0,0,0,0.0,0,0.0,0.0,0.0,65262.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[3940692650027098],3940692650027098,1
USR525Mo,False,False,False,18.02,0.26,9.14,Normal,0,0,0,0.0,0,0.0,0.0,0.0,56302.06,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[5816057104402398],5816057104402398,1
USR664JN,False,False,False,10.32,0.26,5.29,Normal,0,0,0,0.0,0,0.0,0.0,0.0,6009.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[6994701648739586],6994701648739586,1
USR281jP,False,False,False,12.42,18.46,15.44,Normal,0,0,0,0.0,0,0.0,0.0,0.0,12060.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[8797569966313978],8797569966313978,1
USR143dp,False,False,False,9.95,0.26,5.1,Normal,0,0,0,0.0,0,0.0,0.0,0.0,5020.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[9930706642522650],9930706642522650,1
USR101Wd,False,False,False,24.38,1.74,13.06,Normal,1,1,7,7.0,145,-41.87714285714286,-62.70041379310344,89.4,110.0,0,2073600.0,0.03,5.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation,[646336222041931],646336222041931,1
USR926eP,False,False,False,8.47,0.26,4.37,Normal,1,1,3,3.0,49,5.5200000000000005,10.091836734693878,25.0,210.0,0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[4445817876412457],4445817876412457,1
USR671AL,False,False,False,9.3,0.26,4.78,Normal,1,1,2,2.0,24,1000.0,1000.0,1000.0,1000.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[4859792422506193],4859792422506193,1
USR032gM,False,False,False,25.0,2.71,13.86,Normal,1,5,7,7.0,144,665.2857142857143,692.8333333333334,2078.5,410.0,0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance,[2198777834273947],2198777834273947,1
USR510PJ,False,False,False,24.84,15.08,19.96,Normal,1,1,2,2.0,24,5850.0,5850.0,5850.0,43200.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[6327975332103420],6327975332103420,1
USR681MW,False,False,False,14.78,13.6,14.19,Normal,0,0,0,0.0,0,0.0,0.0,0.0,320.76,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[9613311253817893],9613311253817893,1
USR550Li,False,False,False,15.97,3.5,9.74,Normal,0,0,0,0.0,0,0.0,0.0,0.0,23631.9805,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[557337581354939],557337581354939,1
USR313wr,False,False,False,20.79,0.26,10.52,Normal,0,0,0,0.0,0,0.0,0.0,0.0,65262.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[59301204861549],59301204861549,1
USR103Aa,False,False,False,18.02,0.26,9.14,Normal,0,0,0,0.0,0,0.0,0.0,0.0,56302.06,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[2399458296031060],2399458296031060,1
USR905Io,False,False,False,10.32,0.26,5.29,Normal,0,0,0,0.0,0,0.0,0.0,0.0,6009.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[2652426453006440],2652426453006440,1
USR803MW,False,False,False,12.42,18.46,15.44,Normal,0,0,0,0.0,0,0.0,0.0,0.0,12060.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[7444931932683187],7444931932683187,1
USR739hH,False,False,False,9.95,0.26,5.1,Normal,0,0,0,0.0,0,0.0,0.0,0.0,5020.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[4990228615827169],4990228615827169,1
USR888gq,False,False,False,24.15,1.81,12.98,Normal,1,1,7,7.0,145,-41.87714285714286,-62.70041379310344,89.4,110.0,0,2073600.0,0.04,6.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation,[3507827578780225],3507827578780225,1
USR594QR,False,False,False,8.47,0.26,4.37,Normal,1,1,3,3.0,49,5.5200000000000005,10.091836734693878,25.0,210.0,0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[3296688946946025],3296688946946025,1
USR724hb,False,False,False,9.3,0.26,4.78,Normal,1,1,2,2.0,24,1000.0,1000.0,1000.0,1000.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[5110063386224117],5110063386224117,1
USR298fI,False,False,False,25.0,2.71,13.86,Normal,1,5,7,7.0,144,665.2857142857143,692.8333333333334,2078.5,410.0,0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance,[5327573936436020],5327573936436020,1
USR365gu,False,False,False,24.84,15.08,19.96,Normal,1,1,2,2.0,24,5850.0,5850.0,5850.0,43200.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[1578443599189599],1578443599189599,1
USR896rm,False,False,False,14.78,13.6,14.19,Normal,0,0,0,0.0,0,0.0,0.0,0.0,320.76,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[8841660311519964],8841660311519964,1
USR577jk,False,False,False,15.97,3.5,9.74,Normal,0,0,0,0.0,0,0.0,0.0,0.0,23631.9805,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[5296515033857715],5296515033857715,1
USR331cF,False,False,False,20.79,0.26,10.52,Normal,0,0,0,0.0,0,0.0,0.0,0.0,65262.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[2666404859876306],2666404859876306,1
USR163SC,False,False,False,18.02,0.26,9.14,Normal,0,0,0,0.0,0,0.0,0.0,0.0,56302.06,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[1113145117305092],1113145117305092,1
USR899td,False,False,False,10.32,0.26,5.29,Normal,0,0,0,0.0,0,0.0,0.0,0.0,6009.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[5131634906844910],5131634906844910,1
USR465ID,False,False,False,12.42,18.46,15.44,Normal,0,0,0,0.0,0,0.0,0.0,0.0,12060.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[8700910496404136],8700910496404136,1
USR783VD,False,False,False,9.95,0.26,5.1,Normal,0,0,0,0.0,0,0.0,0.0,0.0,5020.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[4515603107701587],4515603107701587,1
USR174bk,False,False,False,24.15,1.81,12.98,Normal,1,1,7,7.0,145,-41.87714285714286,-62.70041379310344,89.4,110.0,0,2073600.0,0.04,6.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation,[2289245983297431],2289245983297431,1
USR673Ud,False,False,False,8.47,0.26,4.37,Normal,1,1,3,3.0,49,5.5200000000000005,10.091836734693878,25.0,210.0,0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[3665809445377159],3665809445377159,1
USR554bC,False,False,False,9.3,0.26,4.78,Normal,1,1,2,2.0,24,1000.0,1000.0,1000.0,1000.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[9749369644991904],9749369644991904,1
USR530Nq,False,False,False,25.0,2.71,13.86,Normal,1,5,7,7.0,144,665.2857142857143,692.8333333333334,2078.5,410.0,0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance,[2453670144577036],2453670144577036,1
USR451il,False,False,False,24.84,15.08,19.96,Normal,1,1,2,2.0,24,5850.0,5850.0,5850.0,43200.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[3817672132399883],3817672132399883,1
USR974tj,False,False,False,14.78,13.6,14.19,Normal,0,0,0,0.0,0,0.0,0.0,0.0,320.76,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[9304708597857449],9304708597857449,1
USR058Df,False,False,False,15.97,3.5,9.74,Normal,0,0,0,0.0,0,0.0,0.0,0.0,23631.9805,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[2119813250889144],2119813250889144,1
USR971rW,False,False,False,20.79,0.26,10.52,Normal,0,0,0,0.0,0,0.0,0.0,0.0,65262.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[3955297428706598],3955297428706598,1
USR853pE,False,False,False,18.02,0.26,9.14,Normal,0,0,0,0.0,0,0.0,0.0,0.0,56302.06,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[1081306276880209],1081306276880209,1
USR530od,False,False,False,10.32,0.26,5.29,Normal,0,0,0,0.0,0,0.0,0.0,0.0,6009.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[2107363910776935],2107363910776935,1
USR797BB,False,False,False,12.42,18.46,15.44,Normal,0,0,0,0.0,0,0.0,0.0,0.0,12060.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[4411584653276646],4411584653276646,1
USR525OW,False,False,False,9.95,0.26,5.1,Normal,0,0,0,0.0,0,0.0,0.0,0.0,5020.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[1355033567547431],1355033567547431,1
USR017aL,False,False,False,24.15,1.81,12.98,Normal,1,1,7,7.0,145,-41.87714285714286,-62.70041379310344,89.4,110.0,0,2073600.0,0.04,6.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation,[4916050943390846],4916050943390846,1
USR087Jg,False,False,False,8.47,0.26,4.37,Normal,1,1,3,3.0,49,5.5200000000000005,10.091836734693878,25.0,210.0,0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[9482376481652407],9482376481652407,1
USR116fM,False,False,False,9.3,0.26,4.78,Normal,1,1,2,2.0,24,1000.0,1000.0,1000.0,1000.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[909128744072065],909128744072065,1
USR104pB,False,False,False,25.0,2.71,13.86,Normal,1,5,7,7.0,144,665.2857142857143,692.8333333333334,2078.5,410.0,0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance,[3827033942254075],3827033942254075,1
USR799Rk,False,False,False,24.84,15.08,19.96,Normal,1,1,2,2.0,24,5850.0,5850.0,5850.0,43200.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[1399053480162906],1399053480162906,1
USR278dn,False,False,False,14.78,13.6,14.19,Normal,0,0,0,0.0,0,0.0,0.0,0.0,320.76,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[5495666411578429],5495666411578429,1
USR239qk,False,False,False,15.97,3.5,9.74,Normal,0,0,0,0.0,0,0.0,0.0,0.0,23631.9805,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[2657412332291008],2657412332291008,1
USR556Wi,False,False,False,20.79,0.26,10.52,Normal,0,0,0,0.0,0,0.0,0.0,0.0,65262.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[5263026712384091],5263026712384091,1
USR872Ih,False,False,False,18.02,0.26,9.14,Normal,0,0,0,0.0,0,0.0,0.0,0.0,56302.06,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[7540373052583321],7540373052583321,1
